en,es
"And I thought, well I could give it to a charity or give it to my wife or something like that.","['Y pensé, bueno, podía darlo a una ayuda o a mi esposa o algo así.']"
"But then I thought, oh, I'm sending myself mixed messages.","['Pero luego pensé, oh, estoy enviando mensajes mezclados.']"
"Because not writing is bad, but giving to charity is good.","['Porque no escribir es malo, pero dar a la ganancia es buena.']"
So then I would kind of justify not writing by giving a gift.,['Así que entonces me justificaba no escribir al dar un regalo.']
"And then I kind of flipped that around and thought, well I could give it to the neo-Nazis.",['Y luego pensé que podía darlo a los neonazis.']
"But then I was like, that's more bad than writing is good, and so that wouldn't work.","['Pero luego dije, eso es más malo que la escritura es buena, y así que no funcionaría.']"
"So ultimately, I just decided I would leave it in an envelope on the subway.","['Así que finalmente, decidí que lo dejaría en un puente en el subway.']"
"Sometimes a good person would find it, sometimes a bad person would find it.","['A veces una buena persona lo encontraría, o otras veces una mala persona.']"
"On average, it was just a completely pointless exchange of money that I would regret.","['En promedio, fue solo un intercambio de dinero completamente incómodo que me alegraría.']"
 Such it is with commitment devices.,[' Así es con los dispositivos de compromiso.']
"But despite my like for them, there's two nagging concerns that I've always had about commitment devices, and you might feel this if you use them yourself.","['Pero a pesar de mi agradecimiento para ellos, hay dos preocupaciones increíbles que siempre he tenido sobre los dispositivos de compromiso, y podrían sentirlo si los usas a uno mismo.']"
"So the first is, when you've got one of these devices going, such as this contract to write everyday or pay, it's just a constant reminder that you have no self-control.","['La primera es, cuando tienes uno de estos dispositivos, como este contrato para escribir cada día o pagar, es una recordación constante de que no tienes autocontrol.']"
"You're just telling yourself, ""Without you, commitment device, I am nothing, I have no self-discipline.""","['Simplemente se están diciendo: ""Sin tú, dispositivo de compromiso, no soy nada, no tengo autodisciplina"".']"
"And then when you're ever in a situation where you don't have a commitment device in place -- like, ""Oh my God, that person's offering me a doughnut, and I have no defense mechanism,"" -- you just eat it.","['Y luego cuando uno está alguna vez en una situación en la que no tiene un dispositivo de compromiso, como, ""Dios mío, esa persona me ofrece un pollo y no tengo un mecanismo de defensa"", lo comes.']"
So I don't like the way that they take the power away from you.,['Así que no me gusta la forma en que te llevan el poder.']
"I think self-discipline is something, it's like a muscle.","['Creo que la autodisciplina es algo, es como un músculo.']"
"The more you exercise it, the stronger it gets.","['Cuanto más lo ejercitas, más fuerte obtiene.']"
The other problem with commitment devices is that you can always weasel your way out of them.,['El otro problema con los dispositivos de compromiso es que siempre puedes salir de ellos.']
"You say, ""Well, of course I can't write today, because I'm giving a TEDTalk and I have five media interviews, and then I'm going to a cocktail party and then I'll be drunk after that.","['Dicen: ""Bueno, por supuesto que no puedo escribir hoy, porque estoy dando una charla TEDTalk y tengo cinco entrevistas de medios, y luego iré a una fiesta de coctel y luego estaré bebido después de eso.']"
"And so there's no way that this is going to work.""","['Y así que no hay forma de que esto funcione"".']"
"So in effect, you are like Odysseus and the first mate in one person.","['En efecto, son como Odiseo y el primer compañero en una persona.']"
"You're putting yourself, you're binding yourself, and you're weaseling your way out of it, and then you're beating yourself up afterwards.","['Te estás poniendo, te estás poniendo, y te estás golpeando de ello, y luego te estás golpeando después.']"
So I've been working for about a decade now on finding other ways to change people's relationship to the future self without using commitment devices.,['Así que he estado trabajando durante una década encontrando otras maneras de cambiar la relación de las personas con el futuro sin usar dispositivos de compromiso.']
"In particular, I'm interested in the relationship to the future financial self.","['En particular, estoy interesada en la relación con el yo futuro financiero.']"
And this is a timely issue.,['Y este es un problema temprano.']
I'm talking about the topic of saving.,['Hablo del tema del ahorro.']
Now saving is a classic two selves problem.,['Ahora ahorrar es un problema clásico de dos sí mismos.']
The present self does not want to save at all.,['El yo presente no quiere ahorrar en absoluto.']
It wants to consume.,['Quiere consumir.']
Whereas the future self wants the present self to save.,['Mientras que el yo futuro quiere que el yo presente salve.']
"So this is a timely problem.We look at the savings rate and it has been declining since the 1950s.At the same time, the Retirement Risk Index, the chance of not being able to meet your needs in retirement, has been increasing.","['Este es un problema temprano.Miramos la tasa de ahorro y ha sido disminuyendo desde los años 50.Al mismo tiempo, el Indice de Riesgo de Jubilación, la posibilidad de no ser capaz de conseguir sus necesidades en jubilación, ha sido aumentando.']"
"And we're at a situation now where for every three baby boomers, the McKinsey Global Institute predicts that two will not be able to meet their pre-retirement needs while they're in retirement.","['Y estamos en una situación en la que para cada tres boomeros bebés, el Instituto McKinsey Global Institute predice que dos no podrán reconocer sus necesidades de jubilación mientras están en jubilación.']"
So what can we do about this?,"['Entonces, ¿qué podemos hacer al respecto?']"
"There's a philosopher, Derek Parfit, who said some words that were inspiring to my coauthors and I.","['Hay un filósofo, Derek Parfit, que dijo algunas palabras que inspiraban a mis coautores y yo.']"
"He said that, ""We might neglect our future selves because of some failure of belief or imagination.""","['Dijo que, ""Podríamos negligar nuestro futuro por algún fracaso de creencia o imaginación"".']"
"That is to say, we somehow might not believe that we're going to get old, or we might not be able to imagine that we're going to get old some day.","['Eso es decir, de alguna manera no creemos que vamos a vivir, o que no podremos imaginar que vamos a vivir algún día.']"
"On the one hand, it sounds ridiculous.","['Por un lado, suena ridículo.']"
"Of course, we know that we're going to get old.","['Por supuesto, sabemos que vamos a ser viejos.']"
But aren't there things that we believe and don't believe at the same time?,['Pero ¿no hay cosas que creemos y no creemos al mismo tiempo?']
"So my coauthors and I have used computers, the greatest tool of our time, to assist people's imagination and help them imagine what it might be like to go into the future.","['Así que mis coautores y yo hemos usado las computadoras, la mejor herramienta de nuestro tiempo, para ayudar a la imaginación de las personas y ayudarles a imaginar cómo podría ser que ir al futuro.']"
And I'll show you some of these tools right here.,['Les mostraré algunas de estas herramientas.']
The first is called the distribution builder.,['El primero se llama constructor de distribución.']
